ISIN;TYPE;TRADE_DATE;MATURITY_DATE;NOTIONAL;FIXED_RATE;ISSUER;COMPANY;COUNTERPARTY;CF_TOTAL;CF_1Y;CF_2Y;CF_3Y;CF_4Y;CF_5Y;CF_10Y;CF_15Y;CF_20Y;CF_25Y;CF_30Y;CF_35Y;CF_40Y
0G700U857XW5;Swap;11-07-21;04-03-61;38205;1,120147963;;;JPT;560,3985423;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;5,839064649;496,1688312
9M91KII5428N;EQUITY;08-08-22;;;;;Companero;;;;;;;;;;;;;;
0G9IE8N58949;SWAP;24-09-21;12-05-59;72960;2,264005716;;;SMR;1070,191798;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;11,15084823;947,5324675
155RXB8952K4;Corporate Bond;28-01-23;04-06-28;78202;3,393320063;Firmea;;;1063,418429;11,95200978;11,95200978;11,95200978;11,95200978;1015,61039;0;0;0;0;0;0;0
3502757Z6M24;SOVEREIGN_BOND;16-04-21;14-03-41;77219;4,183343556;France;;;1085,456566;11,80177289;11,80177289;11,80177289;11,80177289;11,80177289;11,80177289;11,80177289;1002,844156;0;0;0;0
8687EBA90UAD;CORPORATE_BOND;23-12-21;16-09-55;89706;3,105677208;Offcesoft;;;1302,115234;13,71022467;13,71022467;13,71022467;13,71022467;13,71022467;13,71022467;13,71022467;13,71022467;13,71022467;13,71022467;1165,012987;0
767D39Q420R6;Equity;04-01-22;;;;;Firmea;;;;;;;;;;;;;;
46K36330H207;SOVEREIGN_BOND;09-02-23;15-03-56;12182;2,905932927;France;;;176,826163;1,861837078;1,861837078;1,861837078;1,861837078;1,861837078;1,861837078;1,861837078;1,861837078;1,861837078;1,861837078;158,2077922;0
89MD69380152;SOVEREIGN_BOND;08-05-22;21-02-36;23328;3,763917998;Netherlands;;;324,353061;3,565337001;3,565337001;3,565337001;3,565337001;3,565337001;3,565337001;302,961039;0;0;0;0;0
0666368855F3;EQUITY;03-02-23;;;;;Companero;;;;;;;;;;;;;;
5NU1076095U5;swap;16-06-21;09-03-49;54755;2,950673012;;;CPL;786,4202647;8,368485404;8,368485404;8,368485404;8,368485404;8,368485404;8,368485404;8,368485404;8,368485404;8,368485404;711,1038961;0;0
T8D1EY2K8Z75;DEPOSIT;20-02-21;19-08-23;77828;3,266270365;;;;1010,753247;1010,753247;0;0;0;0;0;0;0;0;0;0;0
5W4681J324S7;EQUITY;07-07-22;;;;;Corporata;;;;;;;;;;;;;;
T8EZ6X4CJ4RK;Sovereign Bond;30-04-23;09-01-29;93869;2,528898684;France;;;1290,810308;14,34647715;14,34647715;14,34647715;14,34647715;14,34647715;1219,077922;0;0;0;0;0;0
0X70Y56R2C1X;CORPORATE_BOND;30-11-21;25-02-61;62289;4,094571224;Corporata;;;913,6674467;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;9,519944979;808,9480519
12Z769H8EM1J;SWAP;03-02-21;15-03-33;97196;3,364798173;;;SMR;1336,560512;14,8549595;14,8549595;14,8549595;14,8549595;14,8549595;1262,285714;0;0;0;0;0;0
C91373Y12E03;DEPOSIT;01-07-23;10-10-23;54237;2,249927306;;;;704,3766234;704,3766234;0;0;0;0;0;0;0;0;0;0;0
SG0530746VU5;Sovereign Bond;28-11-21;13-09-25;23880;3,446870446;Netherlands;;;317,4292741;3,649701972;3,649701972;310,1298701;0;0;0;0;0;0;0;0;0
74M0881WG202;EQUITY;05-04-21;;;;;Companero;;;;;;;;;;;;;;
NJ5748A1I76V;Sovereign Bond;25-11-22;12-02-30;31576;4,029368041;Germany;;;434,2075262;4,825920831;4,825920831;4,825920831;4,825920831;4,825920831;410,0779221;0;0;0;0;0;0
516W52NP7CH0;Corporate Bond;08-01-22;17-03-30;64005;2,611645844;Companero;;;880,1448162;9,782209995;9,782209995;9,782209995;9,782209995;9,782209995;831,2337662;0;0;0;0;0;0
362K18D27598;Equity;11-08-21;;;;;Firmea;;;;;;;;;;;;;;
F02CA5R7O2V4;CORPORATE_BOND;06-05-21;02-03-47;81368;2,157987068;Offcesoft;;;1156,214358;12,43588568;12,43588568;12,43588568;12,43588568;12,43588568;12,43588568;12,43588568;12,43588568;1056,727273;0;0;0
94375Q9J32YX;DEPOSIT;11-12-20;20-11-23;99651;2,01403768;;;;1294,168831;1294,168831;0;0;0;0;0;0;0;0;0;0;0
114F819J1P0D;DEPOSIT;03-04-23;07-09-23;40067;4,402081412;;;;520,3506494;520,3506494;0;0;0;0;0;0;0;0;0;0;0
85V0JJNFN2VZ;SOVEREIGN_BOND;30-06-22;22-06-26;66690;1,705158017;Netherlands;;;886,4890405;10,19257221;10,19257221;866,1038961;0;0;0;0;0;0;0;0;0
F4676R15696A;Swap;05-03-23;24-05-33;49514;2,826645608;;;JPT;680,8763445;7,567476693;7,567476693;7,567476693;7,567476693;7,567476693;643,038961;0;0;0;0;0;0
AOOK6984855S;DEPOSIT;04-07-23;27-10-23;21492;3,539755289;;;;279,1168831;279,1168831;0;0;0;0;0;0;0;0;0;0;0
C0VA906J126C;Corporate Bond;22-12-20;03-01-61;75402;2,703119079;Corporata;;;1106,01154;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;11,52407153;979,2467532
LG297DT8081I;Equity;27-02-22;;;;;Offcesoft;;;;;;;;;;;;;;
73868Y20YFSX;EQUITY;11-12-22;;;;;Companero;;;;;;;;;;;;;;
VRGZA593F555;SOVEREIGN_BOND;06-06-21;28-02-43;30099;3,885636682;Netherlands;;;423,0973877;4,600183402;4,600183402;4,600183402;4,600183402;4,600183402;4,600183402;4,600183402;390,8961039;0;0;0;0
Y2392JLJFGQF;SOVEREIGN_BOND;04-10-22;04-08-28;48620;2,541566429;Germany;;;668,582782;7,430842121;7,430842121;7,430842121;7,430842121;7,430842121;631,4285714;0;0;0;0;0;0
V2492LCTK487;swap;01-06-23;29-10-32;44342;3,684044558;;;KLO;609,7551979;6,777013602;6,777013602;6,777013602;6,777013602;6,777013602;575,8701299;0;0;0;0;0;0
B33IWMQV07OY;Corporate Bond;16-10-22;20-05-45;39621;3,036977755;Corporata;;;563,0022747;6,055479138;6,055479138;6,055479138;6,055479138;6,055479138;6,055479138;6,055479138;6,055479138;514,5584416;0;0;0
T54K772D46O1;Swap;20-02-22;16-04-60;33868;4,607539979;;;CPL;496,7825633;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;5,17621886;439,8441558
LC0JIZ311X7R;Corporate Bond;27-11-22;19-03-42;45493;2,488115633;Firmea;;;639,4886694;6,952926792;6,952926792;6,952926792;6,952926792;6,952926792;6,952926792;6,952926792;590,8181818;0;0;0;0
BR89U8X3MM54;SWAP;05-05-21;05-09-54;78751;3,261791601;;;KLO;1143,099422;12,03591625;12,03591625;12,03591625;12,03591625;12,03591625;12,03591625;12,03591625;12,03591625;12,03591625;12,03591625;1022,74026;0
U66X86H8FW8Q;SWAP;23-04-21;14-03-44;87445;5,079991157;;;CPL;1242,566667;13,36466453;13,36466453;13,36466453;13,36466453;13,36466453;13,36466453;13,36466453;13,36466453;1135,649351;0;0;0
I94956H76R74;Swap;30-09-21;22-06-48;68990;2,730743242;;;EBJ;980,3267694;10,54409292;10,54409292;10,54409292;10,54409292;10,54409292;10,54409292;10,54409292;10,54409292;895,974026;0;0;0
1A7LZ6754N6R;Sovereign Bond;09-09-21;08-08-44;15579;2,856591843;Germany;;;221,3728184;2,381017882;2,381017882;2,381017882;2,381017882;2,381017882;2,381017882;2,381017882;2,381017882;202,3246753;0;0;0
02W102P7Q83M;SOVEREIGN_BOND;09-08-21;04-04-38;24999;2,447233596;Netherlands;;;347,5866843;3,820724438;3,820724438;3,820724438;3,820724438;3,820724438;3,820724438;324,6623377;0;0;0;0;0
09INX095LD00;SWAP;20-03-22;28-04-56;47585;5,330956755;;;JPT;690,713591;7,272657802;7,272657802;7,272657802;7,272657802;7,272657802;7,272657802;7,272657802;7,272657802;7,272657802;7,272657802;617,987013;0
11116W030XD3;CORPORATE_BOND;20-03-22;29-01-49;16265;4,91375679;Corporata;;;233,606531;2,485862754;2,485862754;2,485862754;2,485862754;2,485862754;2,485862754;2,485862754;2,485862754;2,485862754;211,2337662;0;0
F47888M4J1O6;EQUITY;23-03-23;;;;;Corporata;;;;;;;;;;;;;;
29XW4Y10M1XB;swap;14-12-22;15-07-50;53326;1,949556816;;;JPT;765,8962111;8,150084059;8,150084059;8,150084059;8,150084059;8,150084059;8,150084059;8,150084059;8,150084059;8,150084059;692,5454545;0;0
R00481Y30479;DEPOSIT;10-06-22;17-08-23;54100;2,948851474;;;;702,5974026;702,5974026;0;0;0;0;0;0;0;0;0;0;0
EM15508M9H30;Corporate Bond;19-02-23;13-01-46;61312;2,595179846;Corporata;;;871,224741;9,370625096;9,370625096;9,370625096;9,370625096;9,370625096;9,370625096;9,370625096;9,370625096;796,2597403;0;0;0
384GJM931276;Sovereign Bond;18-03-22;31-03-34;90012;4,302292862;Germany;;;1251,528966;13,75699221;13,75699221;13,75699221;13,75699221;13,75699221;13,75699221;1168,987013;0;0;0;0;0
20974502YP97;Deposit;07-11-21;20-08-23;59323;3,109281953;;;;770,4285714;770,4285714;0;0;0;0;0;0;0;0;0;0;0
2XS484072IS0;Swap;13-11-21;03-09-25;85364;2,687253221;;;SMR;1134,716606;13,0466147;13,0466147;1108,623377;0;0;0;0;0;0;0;0;0
3BL10UBY8135;Equity;10-04-23;;;;;Companero;;;;;;;;;;;;;;
H7598SIBJ538;Corporate Bond;18-01-22;06-08-48;55950;1,632309192;Firmea;;;803,5834867;8,551123338;8,551123338;8,551123338;8,551123338;8,551123338;8,551123338;8,551123338;8,551123338;8,551123338;726,6233766;0;0
4U1P6361O42C;SWAP;17-11-22;08-12-31;28778;2,682947333;;;EBJ;395,731701;4,398288247;4,398288247;4,398288247;4,398288247;4,398288247;373,7402597;0;0;0;0;0;0
4T1IF49TD8Q2;Equity;16-02-23;;;;;Corporata;;;;;;;;;;;;;;
9VM01V523Z8T;Sovereign Bond;17-09-22;26-06-29;18480;3,150847868;Germany;;;254,1219624;2,824392481;2,824392481;2,824392481;2,824392481;2,824392481;240;0;0;0;0;0;0
94Z2218JVQ4H;swap;19-09-21;14-06-59;78629;2,691623715;;;KLO;1153,345818;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;12,01727037;1021,155844
R60WJNZ52J35;DEPOSIT;26-08-22;14-09-23;88922;2,735586614;;;;1154,831169;1154,831169;0;0;0;0;0;0;0;0;0;0;0
T71K60OD5COW;Corporate Bond;15-03-21;17-10-56;56897;2,334958619;Offcesoft;;;825,8806596;8,695858169;8,695858169;8,695858169;8,695858169;8,695858169;8,695858169;8,695858169;8,695858169;8,695858169;8,695858169;738,9220779;0
542I0J9VX114;SOVEREIGN_BOND;15-12-21;21-05-32;91001;4,029575338;Netherlands;;;1251,371899;13,90814611;13,90814611;13,90814611;13,90814611;13,90814611;1181,831169;0;0;0;0;0;0
0Y4CUP129263;SWAP;28-08-22;12-04-45;51483;3,910362214;;;JPT;731,5576615;7,868408987;7,868408987;7,868408987;7,868408987;7,868408987;7,868408987;7,868408987;7,868408987;668,6103896;0;0;0
JGJ413721W1R;Corporate Bond;18-06-22;19-07-48;56625;1,966749286;Offcesoft;;;804,6239066;8,654287024;8,654287024;8,654287024;8,654287024;8,654287024;8,654287024;8,654287024;8,654287024;735,3896104;0;0;0
GQQ80P2T6I8T;Sovereign Bond;22-10-22;22-06-26;76205;3,695529308;Netherlands;;;1012,968921;11,6467981;11,6467981;989,6753247;0;0;0;0;0;0;0;0;0
05A326Q45O91;SOVEREIGN_BOND;02-04-21;19-12-58;54913;2,800896878;Netherlands;;;805,474811;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;8,392633349;713,1558442
Z254A764JU8O;Corporate Bond;26-07-21;17-02-32;94638;3,213817933;Companero;;;1301,384972;14,46400734;14,46400734;14,46400734;14,46400734;14,46400734;1229,064935;0;0;0;0;0;0
CED94L0N52D1;swap;03-06-22;24-03-37;25305;3,509815306;;;EBJ;351,8413155;3,867491976;3,867491976;3,867491976;3,867491976;3,867491976;3,867491976;328,6363636;0;0;0;0;0
81271V8L0XPD;Sovereign Bond;07-05-22;16-05-46;86744;3,282523909;Netherlands;;;1232,605672;13,25752713;13,25752713;13,25752713;13,25752713;13,25752713;13,25752713;13,25752713;13,25752713;1126,545455;0;0;0
4GQ8M1553K24;swap;22-09-21;26-06-43;60994;2,947483617;;;KLO;857,3840349;9,322023537;9,322023537;9,322023537;9,322023537;9,322023537;9,322023537;9,322023537;792,1298701;0;0;0;0
EGZWE0XM0DM2;CORPORATE_BOND;31-07-22;18-03-32;58737;0,591782674;Companero;;;807,7035555;8,977074736;8,977074736;8,977074736;8,977074736;8,977074736;762,8181818;0;0;0;0;0;0
B48895QTW102;DEPOSIT;27-07-22;07-01-24;73173;2,566178209;;;;950,2987013;950,2987013;0;0;0;0;0;0;0;0;0;0;0
C47V478M1J5C;EQUITY;26-12-21;;;;;Firmea;;;;;;;;;;;;;;
8J10J5MLBI62;SOVEREIGN_BOND;27-02-22;01-02-30;84802;3,678910856;Netherlands;;;1166,128282;12,96072138;12,96072138;12,96072138;12,96072138;12,96072138;1101,324675;0;0;0;0;0;0
EQD468TER9ZM;SOVEREIGN_BOND;12-11-20;06-04-63;63806;2,232994676;France;;;935,9191046;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;9,751795812;828,6493506
ZSK712M3E4KO;SOVEREIGN_BOND;03-05-23;04-11-54;63493;1,578901222;Netherlands;;;921,6239999;9,703958429;9,703958429;9,703958429;9,703958429;9,703958429;9,703958429;9,703958429;9,703958429;9,703958429;9,703958429;824,5844156;0
Q70414469176;DEPOSIT;31-03-22;13-10-23;36270;1,863551556;;;;471,038961;471,038961;0;0;0;0;0;0;0;0;0;0;0
7OPKMU4V6024;SOVEREIGN_BOND;31-08-22;11-03-58;86890;2,711154205;France;;;1261,239969;13,27984105;13,27984105;13,27984105;13,27984105;13,27984105;13,27984105;13,27984105;13,27984105;13,27984105;13,27984105;1128,441558;0
15005K871651;EQUITY;30-04-23;;;;;Offcesoft;;;;;;;;;;;;;;
95DSB58I2I50;Corporate Bond;29-06-23;05-11-31;97837;3,513715329;Companero;;;1345,375024;14,95292679;14,95292679;14,95292679;14,95292679;14,95292679;1270,61039;0;0;0;0;0;0
9E3B99901333;Equity;08-12-22;;;;;Corporata;;;;;;;;;;;;;;
206012AJ2303;Sovereign Bond;18-12-20;24-08-56;76026;2,340371097;France;;;1103,545056;11,61944062;11,61944062;11,61944062;11,61944062;11,61944062;11,61944062;11,61944062;11,61944062;11,61944062;11,61944062;987,3506494;0
1983I37LCH6H;SWAP;15-02-22;24-11-44;27217;2,943042976;;;CPL;386,7452338;4,15971267;4,15971267;4,15971267;4,15971267;4,15971267;4,15971267;4,15971267;4,15971267;353,4675325;0;0;0
19620HMXN33T;EQUITY;21-03-23;;;;;Offcesoft;;;;;;;;;;;;;;
9878487B04O9;SWAP;24-07-21;03-12-47;11170;3,137185035;;;CPL;158,7222788;1,707167966;1,707167966;1,707167966;1,707167966;1,707167966;1,707167966;1,707167966;1,707167966;145,0649351;0;0;0
J97E8UZ62498;EQUITY;05-04-22;;;;;Firmea;;;;;;;;;;;;;;
403C747714PI;Equity;02-05-21;;;;;Corporata;;;;;;;;;;;;;;
LTT9058MBSQR;Swap;28-03-22;07-11-28;66021;1,680575081;;;CPL;907,8672121;10,09032554;10,09032554;10,09032554;10,09032554;10,09032554;857,4155844;0;0;0;0;0;0
61T2J1XZ23D7;DEPOSIT;01-07-22;25-01-24;85275;2,050540357;;;;1107,467532;1107,467532;0;0;0;0;0;0;0;0;0;0;0
D71E1019T34P;Corporate Bond;04-02-23;07-12-57;64759;2,386326007;Companero;;;940,0004506;9,897447654;9,897447654;9,897447654;9,897447654;9,897447654;9,897447654;9,897447654;9,897447654;9,897447654;9,897447654;841,025974;0
2091M7L7C6S9;Swap;24-04-22;14-12-43;94364;4,392068377;;;CPL;1340,883538;14,42213052;14,42213052;14,42213052;14,42213052;14,42213052;14,42213052;14,42213052;14,42213052;1225,506494;0;0;0
01VJQ1411983;Swap;12-09-22;21-03-48;37386;2,739337774;;;JPT;531,2436092;5,71389271;5,71389271;5,71389271;5,71389271;5,71389271;5,71389271;5,71389271;5,71389271;485,5324675;0;0;0
8C139509L869;Sovereign Bond;16-05-23;18-06-45;93679;3,358483839;France;;;1331,149897;14,31743848;14,31743848;14,31743848;14,31743848;14,31743848;14,31743848;14,31743848;14,31743848;1216,61039;0;0;0
710Y6946W5O6;swap;22-09-21;25-08-47;87586;4,199081169;;;JPT;1244,570234;13,38621427;13,38621427;13,38621427;13,38621427;13,38621427;13,38621427;13,38621427;13,38621427;1137,480519;0;0;0
7YZ94020KN64;Sovereign Bond;13-04-23;01-04-53;20346;3,009505375;Germany;;;292,2200111;3,10958276;3,10958276;3,10958276;3,10958276;3,10958276;3,10958276;3,10958276;3,10958276;3,10958276;264,2337662;0;0
L059H00U9014;Swap;15-03-23;24-03-47;16178;4,106489962;;;KLO;229,8844249;2,472566101;2,472566101;2,472566101;2,472566101;2,472566101;2,472566101;2,472566101;2,472566101;210,1038961;0;0;0
Z4X72ZJTI70B;Equity;17-01-23;;;;;Offcesoft;;;;;;;;;;;;;;
2JKOV4JAM4RW;CORPORATE_BOND;17-12-21;06-02-37;79454;2,356416636;Corporata;;;1104,730286;12,14335932;12,14335932;12,14335932;12,14335932;12,14335932;12,14335932;1031,87013;0;0;0;0;0
4W7T127B8377;Deposit;12-06-21;31-12-23;86363;1,934772034;;;;1121,597403;1121,597403;0;0;0;0;0;0;0;0;0;0;0
478JAR2VIE73;CORPORATE_BOND;28-11-22;08-05-43;13183;3,617326168;Corporata;;;185,3115672;2,014825004;2,014825004;2,014825004;2,014825004;2,014825004;2,014825004;2,014825004;171,2077922;0;0;0;0
